"sold_price",".pred"
275000,319749.326856608
290000,324824.018040093
240000,247956.129795979
171000,195177.889027398
237000,239396.293625092
138000,138598.344300756
240000,276273.703729455
249000,260341.167960643
242078,234255.928802345
195000,185830.382445386
130000,154186.607714103
215500,248035.749844523
357500,334356.636990623
175000,194844.537403379
232450,251765.946124898
165500,206777.646032952
225000,218070.128681966
178000,220018.953907808
70000,108126.186511128
389000,399138.012783651
115000,205972.395955873
59900,173093.870708451
324900,350711.271332568
672500,576302.749316798
155000,188659.436270158
217900,204368.989120013
303000,245620.996086646
169500,202683.448928966
525000,384107.143973041
255275,283468.838325769
405819,376856.446298372
154000,171330.782655525
129000,144005.349928793
135000,131791.594552459
375000,356480.328978081
260000,306189.6359939
155000,173865.136688427
405000,316625.50673882
168500,189331.740222716
101000,186375.56888748
590000,470125.734340374
153000,138449.198887261
233000,226337.910220475
250000,251253.452756378
259900,299037.964557822
225000,216111.46824392
149665,180332.718067534
230000,235194.454403473
200000,227489.155753765
466000,365742.270604438
111000,121305.787787507
184900,197505.474381656
305000,322408.003843934
152000,194215.310592337
175000,197801.407084258
350000,396397.482990141
194900,236585.783112018
285000,237938.690112846
185000,179513.976793834
499800,599199.608046956
149900,174422.528202349
246000,263795.83622356
159800,217736.467309018
450000,408676.724801267
290000,276790.115023789
126108,154972.382388719
240000,262169.982148965
153000,186046.852423868
895000,570089.648598759
304000,336871.353987974
174900,193138.210661154
209990,223059.391650758
195000,199783.828243988
199900,241240.006995815
143000,160486.358820434
268000,290382.008753381
320000,372354.147171128
275000,372161.989049474
220000,223195.712656123
60000,121355.232286875
169000,179546.97215315
191300,234497.766228813
290000,266499.569403051
176000,166827.303593821
213000,217308.91886032
225500,182203.743681979
250000,258983.051897557
227399,205971.888669108
143000,187334.571339471
214711,220869.433622987
430000,502805.062722446
190000,190626.420126075
234900,297178.121141231
157500,191054.291625697
217000,243268.799931798
200000,228758.473172824
187000,215100.691703474
160000,177231.787958865
427434,407459.955783802
195000,195848.692575664
242500,261259.520785597
183000,209510.213297292
179900,178123.205152747
239500,261756.471601065
180400,194026.348188609
180800,225869.772444314
213000,218360.346400716
55000,105340.099268974
190000,182570.827249881
449900,477671.574067215
700000,495059.443271922
449900,408202.881437344
305000,239827.137190489
360000,281179.501625209
190200,206068.182302257
139000,149523.607681898
310000,248826.815803907
295900,378051.863135997
103000,155006.371629617
105000,113841.515381939
485000,561549.472841678
287500,288893.710237059
419000,521013.480374108
170000,168681.464251158
310000,244375.297633659
337000,287092.736304371
110000,181703.914673069
90000,106775.072983762
127500,116134.131282166
70000,139162.125761537
189900,200260.577371299
259900,246259.941680802
355000,401626.452554591
163000,175718.975265023
271500,283278.184017307
173000,193562.895589965
223077,224356.657480464
307000,348666.157770682
385000,480680.814108264
370000,430523.077538656
190000,204066.736273026
245000,298773.816942408
275000,279501.243898237
244900,274606.383181371
183000,189111.613223525
181000,235954.776314016
239000,247908.44858027
216500,212501.655377128
319713,364791.045833318
139781,143380.601570456
470000,558736.562924682
90000,98890.8565042069
244000,274046.89876869
291500,320223.706272796
100000,133074.778752858
188500,187933.58310352
194000,203286.160510967
280000,252695.507491917
399900,479088.279030063
281900,301949.771185588
190000,238754.476699733
124900,126470.081206112
244215,264559.124460439
303187,318371.35745214
179900,206424.232851461
208000,279400.216400966
138000,149212.117014989
378257,287726.063825798
198500,183405.807698208
229900,255401.037923602
248500,334399.4835349
159900,188883.576506552
276500,354296.48540895
191000,206833.681603837
181500,165683.20439153
155400,162637.765931395
